ID;score
255821;0.28282810690535054
255822;0.5806823589679042
255823;0.6813331150038527
255824;0.29614030966388794
255825;0.5747511179723702
255826;0.4115946342693397
255827;0.24272507879534858
255828;0.685667391713638
255829;0.5224184998967486
255830;0.21692092750418038
255831;0.2390382718132107
255832;0.5338954625349445
255833;0.13967117143819757
255834;0.24489991632661964
255835;0.714138796429628
255836;0.7608625808316106
255837;0.18222690477345677
255838;0.4725916470842973
255839;0.3842767050386065
255840;0.7722362190109551
255841;0.27497239209489904
255842;0.40732874773876915
255843;0.4826506661777217
255844;0.8536211520185449
255845;0.2696455357050328
255846;0.125520590118584
255847;0.529017732383424
255848;0.16850619805725084
255849;0.9568316738915756
255850;0.6780130626361895
255851;0.9641603174106952
255852;0.5749117532633968
255853;0.5184894271570523
255854;0.25039190651270943
255855;0.509753738421971
255856;0.4521618393693345
255857;0.5644443106326015
255858;0.2318634392738282
255859;0.3858845171227203
255860;0.28256290495168473
255861;0.2793474286346709
255862;0.24536544535451038
255863;0.6082958727143132
255864;0.7772011980587001
255865;0.3263798190615503
255866;0.43170065072669167
255867;0.36477676012023286
255868;0.6128363512731486
255869;0.1369657810085264
255870;0.16372677333822444
255871;0.6153923740804468
255872;0.3723503590313146
255873;0.5997664051576549
255874;0.7780050618620131
255875;0.40231141755927163
255876;0.3647163632988505
255877;0.3724309354592165
255878;0.5036440950508241
255879;0.3768538316875718
255880;0.45277168952611363
255881;0.4131403559882847
255882;0.3188758427979801
255883;0.3665608041009588
255884;0.33082755821991655
255885;0.215558884975205
255886;0.18573499033551455
255887;0.5218200066140953
255888;0.11456024556386332
255889;0.3910424442803562
255890;0.4586678635328663
255891;0.6830650642477412
255892;0.4295837816268027
255893;0.7317194771263675
255894;0.4646003301339005
255895;0.26725267072257924
255896;0.77533998133733
255897;0.5693177078106433
255898;0.48560457830082415
255899;0.539567973282042
255900;0.4706661810884539
255901;0.4295336680463495
255902;0.6631192463040888
255903;0.3850890299245383
255904;0.6592010776470199
255905;0.3139334665091625
255906;0.644274951566609
255907;0.23939463635025576
255908;0.6276120873389787
255909;0.30967416104765055
255910;0.5491875614513723
255911;0.6233206417354887
255912;0.5901581462726039
255913;0.43881318324801855
255914;0.19401350256803665
255915;0.6274171931397609
255916;0.37888916847118004
255917;0.4055265162969155
255918;0.7466131773179082
255919;0.5905463302273155
255920;0.2979058861862193
255921;0.6935408166862903
255922;0.6444835824386829
255923;0.7201731047259781
255924;0.6085853472345436
255925;0.4830424098084025
255926;0.5173290504696254
255927;0.950072888826085
255928;0.6334050730456026
255929;0.6356993211079551
255930;0.18794802576777445
255931;0.7646516862363671
255932;0.32084188692618765
255933;0.18563211772600868
255934;0.2762251566858602
255935;0.3754093223363535
255936;0.5416707278376686
255937;0.5138116106748066
255938;0.6653753719149581
255939;0.1398707999662197
255940;0.5046826238297405
255941;0.7010506778655942
255942;0.39587485034852876
255943;0.49972600155941815
255944;0.6218493690736114
255945;0.6986654484060899
255946;0.9519144494909656
255947;0.32371870558877736
255948;0.35330862085050446
255949;0.5561141952167555
255950;0.6866707612577804
255951;0.425691470426641
255952;0.2261601460288583
255953;0.40434035969403265
255954;0.5077654840643259
255955;0.6085982204803391
255956;0.33312586769644986
255957;0.5929973846417235
255958;0.4413866884065309
255959;0.5983208869178218
255960;0.4023969143944139
255961;0.8328261721155057
255962;0.2900562576628828
255963;0.8346963870632824
255964;0.5309550811669652
255965;0.4637435433960635
255966;0.5443120002234637
255967;0.47504680098164315
255968;0.5953182008203954
255969;0.8377213930681715
255970;0.1434235223131737
255971;0.5805555802400708
255972;0.9200855354275238
255973;0.6326548038268143
255974;0.7661680465843201
255975;0.9852188003635598
255976;0.9115647988765853
255977;0.3516223668012613
255978;0.693331035883803
255979;0.3679705039765355
255980;0.4538207046169416
255981;0.6285059301977342
255982;0.36321995700509857
255983;0.6136081823737752
255984;0.981835896604613
255985;0.1532682067803032
255986;0.6803754733895127
255987;0.5174192675422025
255988;0.5316872324781132
255989;0.5161057841609666
255990;0.5917981825209937
255991;0.23372983963733893
255992;0.29249164571253233
255993;0.8079577529332376
255994;0.962319300237594
255995;0.480807884390542
255996;0.676375882008185
255997;0.7784296625670469
255998;0.2732178188028276
255999;0.6193005841927456
256000;0.6193402746979461
256001;0.57236515196246
256002;0.7408158642850703
256003;0.6466426851692266
256004;0.5019938982908416
256005;0.603767750343653
256006;0.18100464022727134
256007;0.44536433723369395
256008;0.5993505979205042
256009;0.1788390967326506
256010;0.31198686611744453
256011;0.3305572190662857
256012;0.14548069838482014
256013;0.7860074224761413
256014;0.5861229809227134
256015;0.3177974075325817
256016;0.5742531494751015
256017;0.2697966063847339
256018;0.41350387553407514
256019;0.7733100219062277
256020;0.30237804407310187
256021;0.3239872316554888
256022;0.6135364406728062
256023;0.3780670079052327
256024;0.5959368776574198
256025;0.46542662922268685
256026;0.8891845639865661
256027;0.7428102596889948
256028;0.3078636441621455
256029;0.40620827009609795
256030;0.4324345495750004
256031;0.5766075030055337
256032;0.19807741549450536
256033;0.33286865233177776
256034;0.1291666017115653
256035;0.47653093074253866
256036;0.40363941714919205
256037;0.42239492954363683
256038;0.5984648552179852
256039;0.322999111403067
256040;0.48007206050633566
256041;0.5600077632294627
256042;0.33630904870675526
256043;0.4192057301054702
256044;0.9995268407664939
256045;0.30955627059948254
256046;0.3670170525310671
256047;0.38905179510930293
256048;0.6591833523084608
256049;0.44430218580302977
